# Program:featureCounts v2.0.3; Command:"featureCounts" "-a" "/home/irenest/irene/Candida_susanne/gff/GCF_000182965.3_ASM18296v3_genomic.gff" "-o" "/home/irenest/irene/RNAseq_c_albicans/candida_RNAseq_CDS_counts.txt" "-t" "CDS" "-g" "ID" "-p" "-T" "8" "align/Y10_S10_PEAligned.out.bam" "align/Y10_S10_PEAligned.out.sorted.bam" "align/Y11_S11_PEAligned.out.bam" "align/Y11_S11_PEAligned.out.sorted.bam" "align/Y12_S12_PEAligned.out.bam" "align/Y12_S12_PEAligned.out.sorted.bam" "align/Y1_S1_PEAligned.out.bam" "align/Y1_S1_PEAligned.out.sorted.bam" "align/Y2_S2_PEAligned.out.bam" "align/Y2_S2_PEAligned.out.sorted.bam" "align/Y3_S3_PEAligned.out.bam" "align/Y3_S3_PEAligned.out.sorted.bam" "align/Y4_S4_PEAligned.out.bam" "align/Y4_S4_PEAligned.out.sorted.bam" "align/Y5_S5_PEAligned.out.bam" "align/Y5_S5_PEAligned.out.sorted.bam" "align/Y6_S6_PEAligned.out.bam" "align/Y6_S6_PEAligned.out.sorted.bam" "align/Y7_S7_PEAligned.out.bam" "align/Y7_S7_PEAligned.out.sorted.bam" "align/Y8_S8_PEAligned.out.bam" "align/Y8_S8_PEAligned.out.sorted.bam" "align/Y9_S9_PEAligned.out.bam" "align/Y9_S9_PEAligned.out.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	align/Y10_S10_PEAligned.out.bam	align/Y10_S10_PEAligned.out.sorted.bam	align/Y11_S11_PEAligned.out.bam	align/Y11_S11_PEAligned.out.sorted.bam	align/Y12_S12_PEAligned.out.bam	align/Y12_S12_PEAligned.out.sorted.bam	align/Y1_S1_PEAligned.out.bam	align/Y1_S1_PEAligned.out.sorted.bam	align/Y2_S2_PEAligned.out.bam	align/Y2_S2_PEAligned.out.sorted.bam	align/Y3_S3_PEAligned.out.bam	align/Y3_S3_PEAligned.out.sorted.bam	align/Y4_S4_PEAligned.out.bam	align/Y4_S4_PEAligned.out.sorted.bam	align/Y5_S5_PEAligned.out.bam	align/Y5_S5_PEAligned.out.sorted.bam	align/Y6_S6_PEAligned.out.bam	align/Y6_S6_PEAligned.out.sorted.bam	align/Y7_S7_PEAligned.out.bam	align/Y7_S7_PEAligned.out.sorted.bam	align/Y8_S8_PEAligned.out.bam	align/Y8_S8_PEAligned.out.sorted.bam	align/Y9_S9_PEAligned.out.bam	align/Y9_S9_PEAligned.out.sorted.bam
cds-XP_710663.1	NC_032093.1	909565	909873	-	309	939	939	1004	1004	1090	1090	2051	2051	1268	1268	1169	1169	1004	1004	1291	1291	1159	1159	1029	1029	869	869	1002	1002
cds-XP_710662.2	NC_032093.1	910835	911500	-	666	1157	1157	1298	1298	1287	1287	1713	1713	1354	1354	1059	1059	986	986	1095	1095	1169	1169	1112	1112	993	993	1163	1163
cds-XP_710661.1	NC_032093.1	912034	912363	-	330	4438	4438	4885	4885	5285	5285	8780	8780	5988	5988	4853	4853	4971	4971	6355	6355	4561	4561	5131	5131	4195	4195	4971	4971
cds-XP_710660.2	NC_032093.1	913806	915161	+	1356	3874	3874	4217	4217	4260	4260	5496	5496	4139	4139	3466	3466	3098	3098	3816	3816	3010	3010	4670	4670	3692	3692	4331	4331
cds-XP_721805.2	NC_032093.1	916837	918357	+	1521	5178	5178	5475	5475	4287	4287	3715	3715	3442	3442	3960	3960	2325	2325	3712	3712	3295	3295	5358	5358	3173	3173	4134	4134
cds-XP_721806.2	NC_032093.1	918450	919472	-	1023	755	755	756	756	661	661	856	856	698	698	603	603	610	610	642	642	585	585	704	704	639	639	591	591
cds-XP_721807.2	NC_032093.1	919760	921511	-	1752	59825	59825	66935	66935	47003	47003	65459	65459	60331	60331	50972	50972	52557	52557	74412	74412	37150	37150	58550	58550	36468	36468	46046	46046
cds-XP_721808.1	NC_032093.1	924645	925907	+	1263	97	97	90	90	86	86	87	87	108	108	77	77	95	95	122	122	61	61	101	101	93	93	92	92
cds-XP_721809.1	NC_032093.1	926574	927257	-	684	358	358	393	393	387	387	485	485	380	380	322	322	290	290	367	367	357	357	414	414	367	367	430	430
cds-XP_721810.1	NC_032093.1	927500	927886	+	387	767	767	793	793	721	721	668	668	581	581	559	559	433	433	599	599	508	508	591	591	580	580	637	637
cds-XP_721811.1	NC_032093.1	928229	929836	+	1608	2603	2603	2824	2824	3258	3258	4365	4365	2805	2805	2521	2521	1913	1913	2294	2294	2473	2473	2816	2816	2280	2280	2942	2942
cds-XP_721812.2	NC_032093.1	930400	931917	+	1518	296	296	438	438	308	308	476	476	372	372	403	403	322	322	333	333	388	388	322	322	322	322	353	353
cds-XP_721813.2	NC_032093.1	933743	934489	+	747	75	75	95	95	48	48	284	284	223	223	119	119	191	191	191	191	150	150	76	76	55	55	47	47
cds-XP_721814.1	NC_032093.1	936262	936849	+	588	13	13	10	10	3	3	4	4	8	8	6	6	7	7	11	11	12	12	19	19	17	17	9	9
cds-XP_721815.1	NC_032093.1	937203	937973	-	771	22	22	22	22	0	0	15	15	4	4	4	4	19	19	13	13	11	11	18	18	10	10	6	6
cds-XP_721816.2	NC_032093.1	939282	939923	+	642	18	18	8	8	11	11	14	14	9	9	8	8	24	24	20	20	11	11	27	27	11	11	16	16
cds-XP_721817.2	NC_032093.1	940661	941251	+	591	24	24	40	40	14	14	31	31	15	15	9	9	22	22	17	17	24	24	33	33	31	31	13	13
cds-XP_721819.2	NC_032093.1	943001	943615	+	615	21	21	30	30	11	11	23	23	9	9	18	18	30	30	22	22	9	9	16	16	20	20	22	22
cds-XP_721820.1	NC_032093.1	944238	945479	+	1242	80	80	60	60	49	49	170	170	188	188	103	103	86	86	148	148	99	99	66	66	61	61	73	73
cds-XP_721821.1	NC_032093.1	945967	947319	-	1353	54436	54436	62695	62695	46729	46729	38588	38588	42075	42075	36520	36520	47283	47283	60794	60794	40515	40515	46016	46016	25694	25694	37676	37676
cds-XP_721822.2	NC_032093.1	947806	949854	-	2049	4416	4416	4800	4800	3779	3779	5514	5514	4744	4744	3906	3906	3651	3651	4942	4942	3539	3539	4077	4077	3198	3198	3682	3682
cds-XP_721824.2	NC_032093.1	952051	953346	-	1296	5649	5649	6329	6329	6369	6369	9208	9208	6766	6766	5516	5516	5319	5319	6472	6472	5350	5350	5680	5680	4814	4814	5691	5691
cds-XP_721825.2	NC_032093.1	954129	955433	-	1305	7590	7590	8378	8378	8511	8511	21664	21664	16472	16472	13633	13633	13860	13860	15916	15916	12592	12592	8540	8540	6679	6679	8400	8400
cds-XP_721826.2	NC_032093.1	956328	957911	+	1584	816	816	876	876	781	781	1636	1636	1291	1291	943	943	1055	1055	1216	1216	1053	1053	797	797	736	736	711	711
cds-XP_721829.1	NC_032093.1	958126	960237	-	2112	2239	2239	2671	2671	2264	2264	2030	2030	1619	1619	1606	1606	1273	1273	1546	1546	1621	1621	2374	2374	2049	2049	2380	2380
cds-XP_019330975.1	NC_032093.1	960735	961004	+	270	1654	1654	1617	1617	1933	1933	2306	2306	1671	1671	1533	1533	1113	1113	1633	1633	1265	1265	1910	1910	1167	1167	1844	1844
cds-XP_721830.1	NC_032093.1	961458	962357	+	900	1987	1987	2259	2259	2283	2283	3409	3409	2259	2259	2059	2059	1760	1760	2148	2148	1747	1747	2386	2386	1852	1852	2134	2134
cds-XP_721831.1	NC_032093.1	962394	963245	-	852	2777	2777	2937	2937	3424	3424	5524	5524	4034	4034	3262	3262	2652	2652	3125	3125	3159	3159	3442	3442	2630	2630	3475	3475
cds-XP_721832.1	NC_032093.1	963406	964269	-	864	2215	2215	2663	2663	2731	2731	1516	1516	1050	1050	1212	1212	778	778	981	981	1099	1099	2688	2688	2149	2149	2563	2563
cds-XP_721833.1	NC_032093.1	965156	965782	-	627	53	53	48	48	27	27	55	55	48	48	42	42	28	28	44	44	39	39	43	43	56	56	33	33
cds-XP_721834.2	NC_032093.1	966890	968029	-	1140	2	2	0	0	0	0	27	27	24	24	21	21	39	39	18	18	14	14	0	0	0	0	0	0
cds-XP_721835.2	NC_032093.1	970181	970636	-	456	20	20	17	17	17	17	17	17	14	14	1	1	15	15	16	16	4	4	27	27	13	13	5	5
cds-XP_721836.2	NC_032093.1	971596	972795	+	1200	75	75	71	71	51	51	49	49	46	46	31	31	48	48	40	40	32	32	79	79	41	41	58	58
cds-XP_721838.2	NC_032093.1	973063	974205	-	1143	1352	1352	1492	1492	1681	1681	1974	1974	1579	1579	1544	1544	1166	1166	1355	1355	1474	1474	1346	1346	1161	1161	1275	1275
cds-XP_721839.2	NC_032093.1	974657	975694	+	1038	1580	1580	1684	1684	1872	1872	2170	2170	1670	1670	1657	1657	1312	1312	1656	1656	1533	1533	1826	1826	1358	1358	1641	1641
cds-XP_019330976.1	NC_032093.1;NC_032093.1	975716;976688	976618;976726	-;-	942	1303	1303	1352	1352	1354	1354	1550	1550	1506	1506	1605	1605	1338	1338	1752	1752	1641	1641	1429	1429	1072	1072	1399	1399
cds-XP_721841.2	NC_032093.1	977029	977940	-	912	136	136	206	206	191	191	479	479	338	338	373	373	302	302	366	366	413	413	203	203	170	170	175	175
cds-XP_019330977.1	NC_032093.1	979414	979596	-	183	0	0	6	6	4	4	2	2	0	0	2	2	3	3	9	9	6	6	7	7	2	2	1	1
cds-XP_721842.1	NC_032093.1	979898	980725	-	828	1038	1038	1277	1277	942	942	512	512	771	771	774	774	437	437	723	723	712	712	1115	1115	859	859	1083	1083
cds-XP_019330978.1	NC_032093.1	981163	981432	-	270	3	3	14	14	11	11	28	28	14	14	5	5	6	6	16	16	13	13	10	10	3	3	13	13
cds-XP_721843.1	NC_032093.1	981844	982797	-	954	7091	7091	7813	7813	9385	9385	9893	9893	7334	7334	6551	6551	6164	6164	7106	7106	5870	5870	8418	8418	6242	6242	8277	8277
cds-XP_721845.1	NC_032093.1	984134	987622	+	3489	3290	3290	3775	3775	3492	3492	6796	6796	5593	5593	4899	4899	4325	4325	5711	5711	4734	4734	3499	3499	2999	2999	3363	3363
cds-XP_721846.2	NC_032093.1	987850	989031	+	1182	852	852	932	932	879	879	840	840	927	927	1101	1101	773	773	985	985	955	955	886	886	613	613	869	869
cds-XP_721847.1	NC_032093.1	989261	990049	+	789	3479	3479	3488	3488	4141	4141	6007	6007	3814	3814	4001	4001	3013	3013	3867	3867	3675	3675	3748	3748	3122	3122	3497	3497
cds-XP_721849.1	NC_032093.1	990125	991027	-	903	408	408	485	485	443	443	640	640	465	465	488	488	374	374	448	448	447	447	490	490	419	419	459	459
cds-XP_721848.2	NC_032093.1	991257	992165	+	909	1100	1100	1295	1295	1452	1452	1938	1938	1473	1473	1531	1531	1168	1168	1544	1544	1682	1682	1384	1384	1092	1092	1399	1399
cds-XP_019330979.1	NC_032093.1	992382	992483	-	102	3152	3152	3302	3302	3205	3205	2188	2188	1996	1996	1876	1876	1333	1333	2089	2089	1742	1742	3459	3459	1949	1949	3415	3415
cds-XP_721850.1	NC_032093.1	993708	995429	-	1722	22781	22781	23000	23000	25824	25824	46797	46797	34392	34392	28281	28281	27494	27494	31432	31432	24521	24521	24805	24805	18860	18860	25021	25021
cds-XP_721851.1	NC_032093.1	996127	996717	-	591	602	602	642	642	656	656	970	970	765	765	642	642	595	595	741	741	598	598	587	587	514	514	576	576
cds-XP_019330980.1	NC_032093.1;NC_032093.1	997099;997749	997375;997750	-;-	279	63383	63383	64850	64850	70107	70107	91667	91667	78974	78974	76097	76097	59311	59311	75370	75370	71142	71142	69181	69181	39843	39843	72870	72870
cds-XP_721853.2	NC_032093.1	998235	1000577	-	2343	6751	6751	7288	7288	7610	7610	9386	9386	7440	7440	6200	6200	5502	5502	6948	6948	6732	6732	6884	6884	5711	5711	7135	7135
cds-XP_721854.2	NC_032093.1	1002086	1003516	+	1431	1484	1484	1770	1770	1766	1766	2769	2769	1836	1836	1642	1642	1499	1499	1827	1827	1484	1484	1690	1690	1624	1624	1600	1600
cds-XP_721855.2	NC_032093.1	1003656	1004540	-	885	1126	1126	1188	1188	1035	1035	1228	1228	1094	1094	1162	1162	1041	1041	1142	1142	1103	1103	1189	1189	928	928	1053	1053
cds-XP_721856.1	NC_032093.1	1004884	1005222	+	339	790	790	741	741	838	838	1625	1625	1036	1036	910	910	841	841	994	994	873	873	855	855	685	685	916	916
cds-XP_721858.2	NC_032093.1	1005350	1009294	-	3945	7241	7241	8023	8023	7550	7550	8267	8267	8152	8152	7440	7440	6793	6793	8522	8522	7168	7168	6465	6465	5876	5876	6797	6797
cds-XP_721859.2	NC_032093.1	1010220	1011953	-	1734	1205	1205	1222	1222	1295	1295	1907	1907	1295	1295	1323	1323	999	999	1234	1234	1331	1331	1244	1244	1008	1008	1251	1251
cds-XP_721860.1	NC_032093.1	1012145	1012900	-	756	1046	1046	1020	1020	1301	1301	1890	1890	1407	1407	1182	1182	987	987	1232	1232	1053	1053	1293	1293	915	915	1166	1166
cds-XP_721861.1	NC_032093.1	1013409	1015016	+	1608	4329	4329	4534	4534	5236	5236	7126	7126	5064	5064	4951	4951	3577	3577	4375	4375	4600	4600	4906	4906	3622	3622	4881	4881
cds-XP_721863.2	NC_032093.1	1015777	1018989	+	3213	2968	2968	3060	3060	2716	2716	3895	3895	3036	3036	2604	2604	2779	2779	2702	2702	2715	2715	3127	3127	2556	2556	2742	2742
cds-XP_019330981.1	NC_032093.1	1019083	1019319	-	237	33	33	47	47	33	33	35	35	40	40	33	33	27	27	39	39	27	27	36	36	30	30	8	8
cds-XP_721864.2	NC_032093.1	1020159	1022405	-	2247	16520	16520	18290	18290	16358	16358	25969	25969	22308	22308	19510	19510	20285	20285	23427	23427	18578	18578	17857	17857	14181	14181	16089	16089
cds-XP_721865.2	NC_032093.1	1022682	1024034	+	1353	867	867	1070	1070	1011	1011	1889	1889	1436	1436	1213	1213	1200	1200	1327	1327	1167	1167	950	950	795	795	1040	1040
cds-XP_721866.2	NC_032093.1	1024374	1025190	-	817	1587	1587	1827	1827	1933	1933	3586	3586	2604	2604	2236	2236	2022	2022	2536	2536	2362	2362	1842	1842	1416	1416	1669	1669
cds-XP_721868.2	NC_032093.1	1025651	1029475	-	3825	28437	28437	31511	31511	28368	28368	32605	32605	28707	28707	25417	25417	22926	22926	28857	28857	24647	24647	28691	28691	19995	19995	27034	27034
cds-XP_721869.1	NC_032093.1	1031038	1032462	-	1425	3151	3151	3485	3485	3332	3332	4224	4224	3456	3456	3011	3011	2655	2655	3565	3565	2991	2991	3276	3276	2594	2594	3167	3167
cds-XP_721871.1	NC_032093.1	1032682	1034379	-	1698	17564	17564	20057	20057	19873	19873	32093	32093	23330	23330	18326	18326	18104	18104	21461	21461	18765	18765	19697	19697	15974	15974	19239	19239
cds-XP_721872.1	NC_032093.1	1035440	1036315	+	876	1381	1381	1661	1661	1503	1503	1838	1838	1314	1314	1305	1305	1133	1133	1573	1573	1284	1284	1402	1402	1283	1283	1336	1336
cds-XP_721873.1	NC_032093.1	1036647	1038047	+	1401	2249	2249	2394	2394	2615	2615	4477	4477	3142	3142	2711	2711	2561	2561	3140	3140	2833	2833	2284	2284	2153	2153	2287	2287
cds-XP_721874.2	NC_032093.1	1038042	1038692	-	651	561	561	563	563	550	550	686	686	604	604	530	530	505	505	625	625	497	497	605	605	462	462	479	479
cds-XP_721875.1	NC_032093.1	1039131	1040645	+	1515	416	416	562	562	337	337	1511	1511	1386	1386	1033	1033	1036	1036	1341	1341	1172	1172	458	458	292	292	412	412
cds-XP_721876.1	NC_032093.1	1041193	1044156	+	2964	19652	19652	20907	20907	22566	22566	33119	33119	28323	28323	24127	24127	17776	17776	23277	23277	29993	29993	20966	20966	15927	15927	20373	20373
cds-XP_721878.2	NC_032093.1	1053827	1055971	+	2145	542	542	591	591	528	528	1019	1019	915	915	802	802	634	634	787	787	691	691	589	589	464	464	523	523
cds-XP_721879.2	NC_032093.1	1058090	1058830	-	741	1100	1100	1239	1239	1268	1268	2212	2212	1344	1344	1091	1091	1018	1018	1300	1300	1111	1111	1122	1122	999	999	1091	1091
cds-XP_721880.1	NC_032093.1	1059037	1059795	+	759	177	177	200	200	160	160	272	272	203	203	138	138	148	148	210	210	154	154	200	200	152	152	152	152
cds-XP_019330982.1	NC_032093.1;NC_032093.1	1059960;1060455	1060357;1060479	-;-	423	499	499	536	536	565	565	1017	1017	637	637	432	432	578	578	571	571	398	398	556	556	592	592	530	530
cds-XP_721882.2	NC_032093.1	1061084	1061869	+	786	267	267	292	292	212	212	147	147	150	150	190	190	140	140	204	204	207	207	257	257	158	158	212	212
cds-XP_721883.1	NC_032093.1	1062043	1063830	-	1788	10545	10545	10992	10992	11185	11185	7859	7859	6301	6301	7327	7327	6246	6246	6982	6982	6941	6941	9892	9892	7916	7916	9715	9715
cds-XP_721885.2	NC_032093.1	1064216	1065337	-	1122	717	717	826	826	783	783	931	931	731	731	572	572	666	666	736	736	626	626	849	849	675	675	746	746
cds-XP_721886.1	NC_032093.1	1065586	1066695	-	1110	1550	1550	1709	1709	2377	2377	3937	3937	2678	2678	2058	2058	2090	2090	1946	1946	1929	1929	1651	1651	1628	1628	1805	1805
cds-XP_721887.1	NC_032093.1	1066921	1067634	+	714	1063	1063	1122	1122	1488	1488	2676	2676	1893	1893	1195	1195	1331	1331	1457	1457	1212	1212	1112	1112	1281	1281	1135	1135
cds-XP_721889.2	NC_032093.1	1067875	1073664	-	5790	8181	8181	8869	8869	7841	7841	8528	8528	7868	7868	8299	8299	7330	7330	8349	8349	7777	7777	8535	8535	6995	6995	7777	7777
cds-XP_721890.1	NC_032093.1	1074184	1075950	-	1767	115	115	108	108	88	88	121	121	129	129	194	194	98	98	102	102	236	236	134	134	102	102	102	102
cds-XP_721891.2	NC_032093.1	1078889	1080637	+	1749	419	419	574	574	484	484	201	201	159	159	134	134	146	146	148	148	119	119	484	484	472	472	480	480
cds-XP_721892.2	NC_032093.1	1080794	1083001	-	2208	1290	1290	1453	1453	1239	1239	3108	3108	2637	2637	2287	2287	2513	2513	2868	2868	1888	1888	1560	1560	1417	1417	1337	1337
cds-XP_721893.2	NC_032093.1	1088502	1091030	+	2529	1072	1072	1180	1180	897	897	1114	1114	1141	1141	1062	1062	969	969	1253	1253	879	879	1016	1016	1039	1039	914	914
cds-XP_721895.2	NC_032093.1	1091679	1094261	-	2583	846	846	1046	1046	513	513	531	531	445	445	463	463	476	476	673	673	440	440	797	797	707	707	616	616
cds-XP_721896.2	NC_032093.1	1095645	1097372	+	1728	110	110	118	118	70	70	174	174	180	180	173	173	127	127	128	128	112	112	93	93	88	88	105	105
cds-XP_721898.1	NC_032093.1	1097648	1098139	+	492	495	495	429	429	605	605	1087	1087	707	707	514	514	511	511	620	620	485	485	560	560	607	607	500	500
cds-XP_721899.2	NC_032093.1	1098208	1100409	-	2202	1913	1913	2324	2324	1769	1769	1649	1649	1984	1984	1921	1921	1624	1624	2013	2013	1380	1380	2202	2202	1755	1755	1926	1926
cds-XP_721900.1	NC_032093.1	1100839	1101153	+	315	102	102	124	124	149	149	212	212	175	175	179	179	141	141	144	144	127	127	163	163	143	143	128	128
cds-XP_721902.1	NC_032093.1	1101230	1102420	-	1191	3218	3218	3369	3369	3260	3260	5083	5083	3426	3426	3203	3203	2874	2874	3393	3393	3123	3123	3412	3412	3022	3022	3179	3179
cds-XP_721903.1	NC_032093.1	1102463	1104616	-	2154	1529	1529	1777	1777	1594	1594	1735	1735	1448	1448	1364	1364	1117	1117	1472	1472	1397	1397	1579	1579	1387	1387	1531	1531
cds-XP_721904.2	NC_032093.1	1104724	1106172	+	1449	1136	1136	1172	1172	1265	1265	1738	1738	1334	1334	1276	1276	1036	1036	1408	1408	1344	1344	1185	1185	974	974	1155	1155
cds-XP_721905.2	NC_032093.1	1107880	1108932	+	1053	110867	110867	124381	124381	137816	137816	178028	178028	183221	183221	166388	166388	119915	119915	157262	157262	139381	139381	160008	160008	76331	76331	143893	143893
cds-XP_721906.1	NC_032093.1	1109074	1109559	-	486	159	159	198	198	204	204	360	360	239	239	278	278	215	215	270	270	254	254	138	138	184	184	161	161
cds-XP_721907.2	NC_032093.1	1109829	1112132	+	2304	1255	1255	1415	1415	1341	1341	1903	1903	1515	1515	1002	1002	1024	1024	1337	1337	925	925	1386	1386	1153	1153	1332	1332
cds-XP_721908.2	NC_032093.1	1119031	1121088	+	2058	3825	3825	4452	4452	3599	3599	2626	2626	2350	2350	2073	2073	1895	1895	2670	2670	1947	1947	3599	3599	2817	2817	3491	3491
cds-XP_721909.2	NC_032093.1	1121545	1122810	+	1266	579	579	651	651	554	554	721	721	493	493	611	611	442	442	578	578	561	561	557	557	526	526	560	560
cds-XP_019330983.1	NC_032093.1;NC_032093.1	1122899;1124567	1124470;1124587	-;-	1593	1815	1815	2029	2029	2040	2040	2629	2629	2025	2025	1584	1584	1624	1624	1840	1840	1732	1732	1718	1718	1766	1766	1733	1733
cds-XP_721911.2	NC_032093.1	1125159	1127513	-	2355	3460	3460	3799	3799	3708	3708	4009	4009	3129	3129	2811	2811	2580	2580	2887	2887	2748	2748	3662	3662	3374	3374	3429	3429
cds-XP_721912.1	NC_032093.1	1127776	1129365	+	1590	15773	15773	17135	17135	17391	17391	20428	20428	16968	16968	16012	16012	13139	13139	15727	15727	14645	14645	16596	16596	12487	12487	16224	16224
cds-XP_721913.1	NC_032093.1	1129420	1130145	-	726	498	498	537	537	678	678	1560	1560	977	977	904	904	863	863	995	995	932	932	635	635	445	445	662	662
cds-XP_721914.2	NC_032093.1	1130266	1131324	+	1059	1344	1344	1593	1593	1504	1504	1875	1875	1323	1323	1216	1216	1113	1113	1392	1392	1348	1348	1421	1421	1082	1082	1362	1362
cds-XP_721915.2	NC_032093.1	1131319	1132620	-	1302	1101	1101	1212	1212	1143	1143	1308	1308	948	948	892	892	718	718	912	912	844	844	1032	1032	855	855	1124	1124
cds-XP_721917.2	NC_032093.1	1132798	1133319	-	522	1680	1680	1845	1845	2362	2362	2696	2696	2038	2038	1852	1852	1719	1719	1856	1856	1564	1564	1923	1923	1600	1600	1937	1937
cds-XP_721918.2	NC_032093.1	1133822	1135915	+	2094	2586	2586	2747	2747	2247	2247	3418	3418	3073	3073	2932	2932	2385	2385	3065	3065	2566	2566	2553	2553	2028	2028	2253	2253
cds-XP_721919.1	NC_032093.1	1137147	1138370	+	1224	48	48	49	49	16	16	42	42	28	28	9	9	39	39	52	52	14	14	41	41	37	37	51	51
cds-XP_721920.1	NC_032093.1	1139258	1140172	+	915	45	45	44	44	24	24	143	143	163	163	145	145	186	186	253	253	138	138	53	53	35	35	22	22
cds-XP_721921.2	NC_032093.1	1140239	1141543	-	1305	716	716	702	702	720	720	3123	3123	2205	2205	1630	1630	877	877	1338	1338	1088	1088	1717	1717	1315	1315	1728	1728
cds-XP_721922.2	NC_032093.1	1141882	1143330	+	1449	1099	1099	1024	1024	1135	1135	2211	2211	1499	1499	1363	1363	864	864	1145	1145	1264	1264	1459	1459	1144	1144	1303	1303
cds-XP_721923.1	NC_032093.1	1143525	1144814	+	1290	173	173	213	213	168	168	243	243	231	231	218	218	216	216	238	238	183	183	223	223	175	175	128	128
cds-XP_721924.2	NC_032093.1	1144905	1146224	-	1320	59064	59064	64692	64692	58539	58539	46754	46754	53353	53353	55702	55702	45482	45482	62007	62007	51120	51120	60264	60264	41132	41132	54369	54369
cds-XP_721925.1	NC_032093.1	1146493	1147437	-	945	86	86	91	91	62	62	98	98	138	138	78	78	107	107	135	135	102	102	84	84	63	63	78	78
cds-XP_721926.1	NC_032093.1	1147626	1148381	-	756	3918	3918	4080	4080	4760	4760	6737	6737	4439	4439	4680	4680	3514	3514	4280	4280	4417	4417	4158	4158	3295	3295	4203	4203
cds-XP_721927.1	NC_032093.1	1148532	1149152	+	621	309	309	329	329	386	386	726	726	563	563	493	493	349	349	490	490	480	480	394	394	279	279	384	384
cds-XP_721929.1	NC_032093.1	1149197	1150108	-	912	1283	1283	1512	1512	1278	1278	2062	2062	1871	1871	1617	1617	1360	1360	1933	1933	1329	1329	1243	1243	854	854	1030	1030
cds-XP_721930.1	NC_032093.1	1150249	1150743	-	495	1494	1494	1552	1552	1825	1825	2830	2830	2146	2146	1901	1901	1450	1450	1856	1856	1869	1869	1733	1733	1079	1079	1593	1593
cds-XP_721931.1	NC_032093.1	1150915	1151262	-	348	2421	2421	2460	2460	3093	3093	4488	4488	2992	2992	3455	3455	2082	2082	2928	2928	3044	3044	2661	2661	1658	1658	2716	2716
cds-XP_721932.2	NC_032093.1	1151677	1152390	+	714	1877	1877	2057	2057	1656	1656	1747	1747	1654	1654	2248	2248	1479	1479	2153	2153	1677	1677	2027	2027	1193	1193	1707	1707
cds-XP_721933.1	NC_032093.1	1152535	1153125	+	591	3657	3657	3806	3806	4319	4319	6979	6979	5169	5169	5086	5086	3565	3565	4531	4531	4430	4430	3976	3976	2850	2850	3962	3962
cds-XP_721934.1	NC_032093.1	1153178	1154074	-	897	7588	7588	7942	7942	10203	10203	29365	29365	22504	22504	18219	18219	17629	17629	22159	22159	18993	18993	9036	9036	6100	6100	8924	8924
cds-XP_721936.1	NC_032093.1	1154306	1155292	-	987	2051	2051	2054	2054	2584	2584	3356	3356	2617	2617	2359	2359	2027	2027	2476	2476	2436	2436	2177	2177	1746	1746	2131	2131
cds-XP_721937.2	NC_032093.1	1155735	1156982	+	1248	6840	6840	6805	6805	8005	8005	12011	12011	9031	9031	7690	7690	7013	7013	7794	7794	6298	6298	7376	7376	4741	4741	7689	7689
cds-XP_721938.2	NC_032093.1	1157179	1158453	+	1275	2421	2421	2499	2499	2798	2798	3526	3526	2692	2692	2152	2152	1752	1752	2254	2254	2065	2065	2659	2659	1954	1954	2467	2467
cds-XP_721939.1	NC_032093.1	1158484	1161177	-	2694	2249	2249	2361	2361	2442	2442	3201	3201	2898	2898	2624	2624	1568	1568	2264	2264	2198	2198	2971	2971	2088	2088	2814	2814
cds-XP_721941.2	NC_032093.1	1161357	1164347	-	2991	3825	3825	4029	4029	3892	3892	3203	3203	3729	3729	3274	3274	2625	2625	3477	3477	3151	3151	3746	3746	2511	2511	3734	3734
cds-XP_721942.2	NC_032093.1	1164505	1165881	+	1377	6084	6084	6372	6372	6920	6920	8767	8767	6591	6591	6814	6814	4976	4976	5876	5876	6015	6015	6472	6472	5280	5280	6235	6235
cds-XP_721943.1	NC_032093.1	1165900	1167255	-	1356	3095	3095	3861	3861	1244	1244	928	928	1997	1997	2896	2896	2287	2287	4157	4157	1562	1562	3168	3168	1540	1540	1720	1720
cds-XP_721944.1	NC_032093.1	1168093	1169409	+	1317	4384	4384	5227	5227	4332	4332	6476	6476	5705	5705	5661	5661	4674	4674	6059	6059	5264	5264	4764	4764	3591	3591	4531	4531
cds-XP_721948.1	NC_032093.1	1169457	1171226	-	1770	25379	25379	27061	27061	27912	27912	53933	53933	45740	45740	41196	41196	35602	35602	45102	45102	42061	42061	26067	26067	16335	16335	25188	25188
cds-XP_721949.1	NC_032093.1	1172085	1172609	+	525	111	111	175	175	109	109	164	164	184	184	240	240	167	167	262	262	211	211	171	171	82	82	111	111
cds-XP_721951.1	NC_032093.1	1172634	1174892	-	2259	1660	1660	1979	1979	1201	1201	1600	1600	1633	1633	1652	1652	1120	1120	1678	1678	1711	1711	1345	1345	862	862	1257	1257
cds-XP_721952.1	NC_032093.1	1175166	1175846	-	681	1471	1471	1550	1550	1484	1484	778	778	1098	1098	1556	1556	691	691	1211	1211	1235	1235	1673	1673	785	785	1452	1452
cds-XP_721954.1	NC_032093.1	1175896	1176357	-	462	829	829	835	835	1091	1091	1879	1879	1391	1391	1366	1366	813	813	1298	1298	1422	1422	877	877	528	528	957	957
