From	Entry	Gene Names (primary)
XP_721397.1	Q5AGX8	LAT1
XP_714290.2	A0A1D8PHK8	LAS1
XP_721706.2	A0A1D8PJE0	LAP41
XP_711423.1	A0A1D8PNQ9	LAP4
XP_717402.1	Q5A6L5	LAP3
XP_717940.1	Q5A879	LAG1
XP_716595.1	A0A1D8PKA5	LAC1
XP_720524.1	P0CH67	LAB5
XP_711969.1	Q59QH4	KTR4
XP_712920.1	A0A1D8PH51	KTR2
XP_713218.2	A0A1D8PSF5	KTI12
XP_019330780.1	A0A1D8PHF7	KTI11
XP_712338.2	Q59RQ2	KSR1
XP_713876.1	Q59WD8	KSP1
XP_719846.1	Q5ADU2	KRS1
XP_713795.1	Q59W63	KRR1
XP_718118.2	A0A1D8PCF1	KRP1
XP_723077.1	Q5ANN9	KRE9
XP_716781.1	Q5A504	KRE62
XP_716604.1	A0A1D8PKB6	KRE6
XP_719987.2	A0A1D8PJN6	KRE5
XP_716024.1	Q5A2T2	KRE30
XP_715153.1	P0CY22	KRE1
XP_715853.1	Q5A2C3	KOG1
XP_722185.1	Q5AL00	KNS1
XP_722202.1	Q5AKY0	KIS2
XP_714255.1	Q59X47	KIS1
XP_716334.1	Q5A3K5	KIP4
XP_716594.1	A0A1D8PKA4	KIP3
XP_714393.2	A0A1D8PIP2	KIP2
XP_713072.2	A0A1D8PT88	KIP1
XP_717128.1	Q5A5S5	KIN3
XP_718828.1	Q5AAS1	KIN28
XP_718667.1	A0A1D8PRN8	KIN2
XP_710618.1	Q59LK7	KIC1
XP_712333.2	A0A1D8PTH3	KGD2
XP_710646.1	A0A1D8PJ26	KGD1
XP_723441.2	A0A1D8PEG3	KEX2
XP_720314.1	Q5AFP8	KEX1
XP_019330724.1	A0A1D8PFP3	KEM1
XP_719052.1	Q5AB80	KEL1
XP_710272.1	Q59KK0	KCS1
XP_721399.1	Q5AGX5	KCH1
XP_722215.1	Q5AKW6	KAR9
XP_714312.2	Q59WU8	KAR5
XP_714313.1	Q59WU8	KAR5
XP_713424.1	A0A1D8PS73	KAR4
XP_714271.2	A0A1D8PIH0	KAR3
XP_719462.2	A0A1D8PG96	KAR2
XP_715226.1	A0A1D8PRI4	KAP120
XP_717192.1	Q5A6A4	KAE1
XP_719467.2	Q5AD49	JJJ3
XP_723432.2	Q5AQ62	JIP5
XP_717971.1	Q5A847	JHD1
XP_717110.1	A0A1D8PLY7	JEN2
XP_716108.1	A0A1D8PKH9	JEN1
XP_714439.2	A0A1D8PIB5	JEM1
XP_711591.2	Q59PG6	JAB1
XP_718840.2	Q5AAR0	IWS1
XP_714885.1	A0A1D8PH98	ITR1
XP_712138.1	Q59R35	ISY1
XP_716066.1	Q5A310	ISW2
XP_721384.1	Q5AGZ0	ISU1
XP_711734.2	A0A1D8PE41	IST2
XP_717781.1	Q5A7Q7	IST1
XP_718178.1	Q5A8X9	ISN1
XP_711695.1	A0A1D8PT33	ISC1
XP_719906.1	Q5ADN0	ISA2
XP_719086.1	Q5AC29	ISA1
XP_712754.2	Q59SR6	IRS4
XP_715033.2	A0A1D8PFW4	IRR1
XP_721786.1	Q5AJ77	IRO1
XP_712601.2	A0A1D8PIC1	IRF1
XP_717606.2	A0A1D8PE76	IRE1
XP_711548.1	Q59P96	IRC6
XP_714427.2	Q59XW9	IRC22-2
XP_714546.1	Q59YF4	IRC22-1
XP_716288.2	A0A1D8PFE8	IRA2
XP_721374.2	Q5AH02	IQG1
XP_723455.2	A0A1D8PEJ5	IPT1
XP_714437.2	P83777	IPP1
XP_712513.2	Q59S66	IPL1
XP_714551.1	Q59YE9	IPK2
XP_710307.1	Q59KN8	IPK1
XP_710023.2	Q59JU3	IPI1
XP_714597.2	A0A1D8PNA0	INP54
XP_720344.1	A0A1D8PQN8	INP52
XP_714547.2	A0A1D8PIH6	INP51
XP_710254.2	Q59KI4	INO80
XP_019330763.1	A0A1D8PH18	INO4
XP_718695.1	A0A1D8PRK8	INO2
XP_719347.1	P42800	INO1
XP_715763.2	A0A1D8PSB2	INN1
XP_714230.1	Q59X74	IMP4
XP_715743.2	A0A1D8PN24	IMP2
XP_721559.1	Q5AHZ1	IMP1
XP_719908.1	Q5ADM8	IML3
XP_715030.1	Q59ZW2	IML2
XP_721448.2	Q5AIA4	IML1
XP_019330790.1	Q59Q46	IMH3
XP_717182.2	A0A1D8PM86	IMG2
XP_713228.1	Q59UG9	IME2
XP_722721.2	A0A1D8PLB7	ILV6
XP_714297.2	A0A1D8PPG7	ILV5
XP_721948.1	Q5AJY2	ILV3
XP_721692.1	A0A1D8PJF9	ILV2
XP_711472.1	Q59P56	ILV1
XP_712413.1	Q59RI1	ILS1
XP_718983.1	Q5ABE9	IHD2
XP_718096.1	Q5A8I8	IHD1
XP_718234.1	A0A1D8PS14	IFU5
XP_713229.2	A0A1D8PSE7	IFR2
XP_714408.2	A0A1D8PIM0	IFR1
XP_716017.2	A0A1D8PI81	IFM3
XP_716989.1	Q5A5B3	IFM1
XP_720980.1	Q5AHE0	IFK2
XP_713643.2	A0A1D8PD62	IFI3
XP_720590.2	Q5AG97	IFH1
XP_019330951.1	A0A1D8PMX7	IFG3
XP_717330.2	Q5A6U1	IFF9
XP_714201.2	Q59XB0	IFF8
XP_714246.2	Q59XL0	IFF6
XP_715535.1	Q5A1E0	IFF5
XP_718630.1	Q5AAL9	IFF4
XP_715137.2	Q5A029	IFF3
XP_717774.1	Q5A7R7	IFF11
XP_710369.1	A0A1D8PSZ0	IFE2
XP_713579.2	A0A1D8PDC5	IFE1
XP_713652.2	A0A1D8PD78	IFD6
XP_718134.1	Q5A923	IFD3
XP_710017.2	A0A1D8PD74	IFD1
XP_712936.2	A0A1D8PH54	IFA4
XP_716961.2	A0A1D8PRA5	IFA21
XP_719312.1	A0A1D8PU18	IFA14
XP_713421.2	A0A1D8PS79	IDP2
XP_710919.2	A0A1D8PHH7	IDP1
XP_720525.2	A0A1D8PLI2	IDI1
XP_715332.2	A0A1D8PGS5	IDH2
XP_019330683.1	A0A1D8PEM5	IDH1
XP_712232.1	Q59RB8	ICL1
XP_711771.2	A0A1D8PT87	ICE2
XP_719426.1	A0A1D8PUB6	IAH1
XP_715345.2	A0A1D8PGR6	HYU1
XP_721869.1	Q5AK60	HYS2
XP_717969.1	Q5A849	HYR4
XP_714203.1	Q59XA7	HYR3
XP_722183.2	Q5AL03	HYR1
XP_720920.1	Q5AHK0	HYM1
XP_019331073.1	A0A1D8PSH1	HXT5
XP_717405.1	P83776	HXK2
XP_712429.2	Q59RW5	HXK1
XP_711600.2	Q59PF9	HWP2
XP_709961.2	P46593	HWP1
XP_719898.1	Q5ADN8	HUT1
XP_019330931.1	A0A1D8PM82	HUB1
XP_721959.1	Q5AJX0	HTS1
XP_713656.1	Q59VP1	HTB2
XP_712726.1	P48989	HTB1
XP_713655.1	Q59VP2	HTA2
XP_712725.1	Q59SU5	HTA1
XP_722664.1	Q5AMQ4	HSX11
XP_711441.1	Q59P11	HSV2
XP_717333.2	Q5A6T5	HST7
XP_716101.1	A0A1D8PKI5	HST6
XP_715697.2	Q5A1W9	HST3
XP_718246.2	Q5A985	HST2
XP_723447.2	Q5AQ47	HST1
XP_721353.1	P46598	HSP90
XP_721005.2	Q96UX5	HSP78
XP_722186.1	P41797	HSP70
XP_713077.1	O74261	HSP60
XP_713758.1	Q59VZ4	HSP31
XP_712951.1	Q59TA5	HSP30
XP_720946.1	Q5AHH4	HSP21
XP_714578.2	A0A1D8PNC7	HSP12
XP_720527.2	A0A1D8PNC7	HSP12
XP_716227.2	A0A1D8PTP9	HSP104
XP_711671.1	Q59PP0	HSM3
XP_720615.2	Q5AG71	HSL1
XP_722531.1	Q5ALU4	HSK3
XP_714851.2	A0A1D8PHX6	HSH49
XP_717924.1	Q5A895	HSE1
XP_722696.2	A0A1D8PLC6	HRT2
XP_019330843.1	A0A1D8PJL5	HRT1
XP_712515.1	Q59S64	HRR25
XP_710539.2	A0A1D8PLX5	HRQ2
XP_717780.1	Q5A7Q8	HRK1
XP_713079.2	A0A1D8PT95	HRD1
XP_722639.1	P86029	HQD2
XP_715372.2	A0A1D8PGN7	HPT1
XP_719127.2	A0A1D8PQ07	HPD1
XP_722237.1	Q5AKU2	HPC2
XP_710494.2	A0A1D8PP99	HPA2
XP_718151.2	A0A1D8PCG5	HOT1
XP_720522.2	A0A1D8PLH8	HOS3
XP_717754.2	A0A1D8PJ17	HOS2
XP_711859.2	A0A1D8PMG7	HOS1
XP_721450.1	Q5AIA2	HOM6
XP_716543.2	A0A1D8PMB8	HOM3
XP_722601.1	Q5ALM0	HOM2
XP_712971.2	A0A1D8PCL5	HOL4
XP_721489.2	A0A1D8PCW2	HOL1
XP_721016.1	Q92207	HOG1
XP_713345.1	Q59UQ6	HOF1
XP_716752.2	A0A1D8PPM7	HOC1
XP_716084.1	A0A1D8PKG2	HNT2
XP_713946.1	Q59WG0	HNT1
XP_721445.2	A0A1D8PCS6	HNM4
XP_719453.2	A0A1D8PGA9	HNM1
XP_719035.1	Q5AB97	HMX1
XP_718114.1	Q5A943	HMT1
XP_716760.1	A0A1D8PMZ4	HMS1
XP_711711.1	Q59PR9	HMO1
XP_719420.1	A0A1D8PUB1	HMI1
XP_713636.2	A0A1D8PD39	HMG1
XP_719561.2	A0A1D8PG18	HMA1
XP_715224.1	A0A1D8PRI1	HLJ1
XP_720473.2	A0A1D8PLM8	HIT1
XP_710533.1	A0A1D8PRE9	HIS7
XP_712631.2	A0A1D8PL37	HIS5
XP_713320.2	A0A1D8PKY7	HIS4
XP_710611.1	Q59LL5	HIS3
XP_721934.1	P46586	HIS1
XP_019330892.1	Q5ADX2	HIR3
XP_720603.2	Q5AGM0	HIR2
XP_019330737.1	Q5ACW8	HIR1
XP_714611.2	A0A1D8PN88	HIP1
XP_713665.1	Q59VN2	HHT21; HHT2
XP_711082.1	Q59VN2	HHT21; HHT2
XP_019331038.1	A0A1D8PR93	HHO1
XP_713663.1	Q59VN4	HHF1
XP_711083.1	Q59VN4	HHF1
XP_019331088.1	A0A1D8PSX6	HGT9
XP_719471.2	A0A1D8PG82	HGT8
XP_719472.2	A0A1D8PG81	HGT7
XP_719469.1	Q5AD47	HGT6
XP_723214.1	Q5AN98	HGT5
XP_723173.1	Q5ANE1	HGT4
XP_715133.1	Q5A032	HGT3
XP_722629.1	Q5ALJ1	HGT20
XP_713762.1	Q59VZ0	HGT2
XP_717819.1	Q5A7L9	HGT19
XP_713258.2	A0A1D8PSC9	HGT18
XP_722751.2	A0A1D8PL74	HGT17
XP_712348.2	A0A1D8PTF7	HGT16
XP_710080.1	A0A1D8PTJ9	HGT14
XP_019331018.1	A0A1D8PQI9	HGT13
XP_720385.1	A0A1D8PQJ5	HGT12
XP_718089.1	Q5A8J5	HGT10
XP_712952.2	A0A1D8PCL1	HGT1
XP_722659.1	Q5AMR0	HGH1
XP_718990.2	Q5ABE2	HGC1
XP_720486.2	A0A1D8PLM5	HFL2
XP_721561.1	Q5AHY9	HFL1
XP_722585.1	Q5ALN5	HEX3
XP_711425.1	A0A1D8PNR7	HEX1
XP_710498.1	A0A1D8PPA5	HET1
XP_721865.2	Q5AK64	HER2
XP_714390.2	A0A1D8PIS5	HEM4
XP_714388.1	O94048	HEM3
XP_721019.2	A0A1D8PGU4	HEM2
XP_713137.1	Q59U72	HEM15
XP_723433.2	A0A1D8PEF0	HEM14
XP_710999.1	Q59MR4	HEM13
XP_718266.2	O94069	HEM1
XP_718271.1	Q5A960	HDA1
XP_719374.1	Q5ACM9	HCR1
XP_723538.1	Q5APB2	HCM1
XP_019331004.1	A0A1D8PPR5	HCH1
XP_712756.1	Q59SR4	HBR3
XP_719036.1	Q8TG40	HBR1
XP_712421.1	Q59RH5	HAT2
XP_713589.1	Q59VF4	HAT1
XP_721871.1	Q5AK59	HAS1
XP_715735.2	A0A1D8PN26	HAP5
XP_713814.1	A0A1D8PF19	HAP43
XP_722530.2	A0A1D8PGE6	HAP42
XP_019330932.1	A0A1D8PM95	HAP41
XP_717380.1	Q5A6N7	HAP31
XP_019330906.1	A0A1D8PLA9	HAP3
XP_716536.1	A0A1D8PE35	HAP2
XP_711160.1	Q59N80	HAM1
XP_714607.1	A0A1D8PNC6	HAL9
XP_716619.1	A0A1D8PKD2	HAL3
XP_714314.2	Q59XQ1	HAL22
XP_714308.2	P0CY20	HAL21
XP_718838.2	A0A1D8PDU7	HAK1
XP_019330657.1	A0A1D8PDR2	HAC1
XP_715773.2	Q5A201	GZF3
XP_720622.2	A0A1D8PNL4	GYP8
XP_712158.2	A0A1D8PRC8	GYP7
XP_717143.2	A0A1D8PIQ7	GYP5
XP_716552.2	A0A1D8PMC9	GYP2
XP_717216.1	Q5A679	GYP1
XP_712813.2	Q873N2	GWT1
XP_716544.1	Q5A473	GVP36
XP_715442.2	A0A1D8PMP1	GUT2
XP_710317.1	Q59KQ1	GUT1
XP_720349.1	A0A1D8PQL8	GUS1
XP_722191.1	Q5AKZ2	GUP1
XP_711167.2	A0A1D8PNS0	GUK1
XP_711475.1	Q59P53	GUF1
XP_723499.1	Q5APF2	GUA1
XP_019330851.1	A0A1D8PJQ3	GTT13
XP_019330852.1	A0A1D8PJX4	GTT12
XP_019330853.1	A0A1D8PJR2	GTT11
XP_714704.1	A0A1D8PK99	GTT1
XP_714461.2	A0A1D8PI64	GTR1
XP_714263.1	Q59X39	GTF1
XP_717968.1	Q5A850	GSY1
XP_713080.2	A0A1D8PT82	GST3
XP_720446.1	Q5AFB4	GST2
XP_715430.2	A0A1D8PMP7	GST1
XP_711485.1	Q59P43	GSP1
XP_717960.2	A0A1D8PRT5	GSL2
XP_718514.2	A0A1D8PDL5	GSL1
XP_716243.1	Q5A359	GSH2
XP_710794.2	A0A1D8PFH1	GSG1
XP_721429.2	A0A1D8PCT0	GSC1
XP_720477.1	Q5AF81	GRX3
XP_721348.2	A0A1D8PR08	GRX1
XP_715872.1	Q5A2A5	GRS1
XP_721853.2	A0A1D8PP13	GRR1
XP_720616.1	P83775	GRP2
XP_723467.2	A0A1D8PEJ8	GRP1
XP_721908.2	A0A1D8PP44	GRF10
XP_720624.2	A0A1D8PNK3	GRE3
XP_710375.2	A0A1D8PHQ6	GRE2
XP_713081.2	Q59U11	GRC3
XP_714295.1	Q59WW7	GPX31
XP_713880.1	Q59WD3	GPX3
XP_714294.1	Q59WW8	GPX2
XP_714296.2	A0A1D8PPH4	GPX1
XP_710732.2	A0A1D8PDH1	GPT1
XP_715707.2	A0A1D8PN42	GPR1
XP_713671.1	Q59VM6	GPM2
XP_721022.1	P82612	GPM1
XP_711741.1	Q59PU4	GPI8
XP_710733.2	Q8TGB2	GPI7
XP_717401.1	Q5A6L6	GPI2
XP_714916.1	A0A1D8PHD4	GPI19
XP_713667.1	Q59VN0	GPI18
XP_718197.1	Q5A9D6	GPI15
XP_722653.1	Q5AMR5	GPI14
XP_720956.2	A0A1D8PGZ7	GPI13
XP_720511.1	Q5AFT2	GPI11
XP_721904.2	Q5AK24	GPI10
XP_714683.2	A0A1D8PKB8	GPI1
XP_720315.1	A0A1D8PQQ3	GPH1
XP_713824.1	Q59W33	GPD2
XP_714402.1	Q59XU9	GPD1
XP_711206.2	A0A1D8PEV8	GPC1
XP_721700.2	A0A1D8PJG1	GPA2
XP_721487.1	A0A1D8PCW3	GOR1
XP_713782.1	Q59W04	GON7
XP_717223.1	Q5A672	GOA1
XP_714895.1	Q59ZI3	GNT1
XP_719327.1	A0A1D8PU34	GNP3
XP_719328.1	A0A1D8PU37	GNP2
XP_712311.1	Q59RL1	GNP1
XP_019330729.1	A0A1D8PFS4	GND1
XP_720961.1	Q5AHF9	GNA1
XP_711204.1	Q59NC4	GLY1
XP_719950.2	Q5AF03	GLX3
XP_718845.2	A0A1D8PDU9	GLT1
XP_711351.1	Q59NQ5	GLR1
XP_717817.1	Q5A7M1	GLO3
XP_714259.2	A0A1D8PID4	GLO2
XP_719020.1	Q5ABB2	GLO1
XP_720356.1	A0A1D8PQM9	GLN4
XP_721822.2	A0A1D8PNX9	GLN3
XP_711992.2	A0A1D8PSY1	GLN1
XP_712324.1	Q59RR7	GLK4
XP_710176.2	Q59TZ8	GLK1
XP_716095.1	A0A1D8PKH2	GLG2
XP_712107.2	A0A1D8PQE5	GLE2
XP_716055.1	Q5A2J1	GLE1
XP_711142.1	Q59N42	GLC7
XP_719182.2	A0A1D8PQ59	GLC3
XP_715742.2	A0A1D8PN14	GIT4
XP_715741.1	Q5A1L6	GIT3
XP_715740.2	A0A1D8PN12	GIT2
XP_711841.1	Q59Q30	GIT1
XP_714599.1	Q59YJ9	GIS2
XP_721423.1	Q5AGV1	GIR2
XP_713796.1	Q59W62	GIN4
XP_713792.1	A0A1D8PF47	GIN1
XP_718492.1	Q5AA13	GIM5
XP_713670.1	Q59VM7	GIG1
XP_721504.2	A0A1D8PCX6	GGA2
XP_721697.2	P53704	GFA1
XP_721464.1	P0CB54	GET3
XP_723525.1	P0CB63	GET2
XP_719547.1	Q5ACW6	GET1
XP_719834.1	Q5ADV5	GEP3
XP_718978.1	Q5ABR2	GEM1
XP_713422.2	A0A1D8PS75	GEF2
XP_721784.2	A0A1D8PJ74	GEA2
XP_712922.2	A0A1D8PH63	GDT1
XP_715725.2	A0A1D8PN35	GDS1
XP_715059.1	A0A1D8PFX8	GDI1
XP_710311.1	A0A1D8PMH8	GDH3
XP_716032.2	A0A1D8PI00	GDH2
XP_721845.1	A0A1D8PNZ7	GDE1
XP_710991.1	Q59MN2	GDB1
XP_720323.1	A0A1D8PQQ8	GDA100
XP_716635.1	Q8TGH6	GDA1
XP_719854.1	Q5ADT4	GCY1
XP_722210.1	Q5AKX1	GCV3
XP_711873.1	A0A1D8PE97	GCV2
XP_719084.2	A0A1D8PPW9	GCV1
XP_717597.2	A0A1D8PE63	GCS1
XP_711875.2	A0A1D8PEB4	GCR3
XP_711778.1	Q59PZ5	GCN5
XP_714532.2	A0A1D8PIL5	GCN4
XP_712476.1	A0A1D8PQT4	GCN3
XP_719022.1	Q5ABB0	GCN20
XP_712485.2	A0A1D8PQT9	GCN2
XP_717136.2	A0A1D8PIR2	GCN1
XP_711888.1	Q59QB8	GCF1
XP_720949.2	A0A1D8PH13	GCD7
XP_711895.2	P87163	GCD6
XP_719872.1	Q5ADR6	GCD2
XP_720534.1	Q5AGF6	GCD11
XP_717344.1	Q5A6S3	GCD1
XP_711217.2	A0A1D8PEW1	GCA2
XP_716727.2	A0A1D8PPP3	GBU1
XP_019331019.1	A0A1D8PQM1	GBP2
XP_716583.1	Q5A432	GAT1
XP_713031.2	A0A1D8PF56	GAR1
XP_711412.2	A0A1D8PNP3	GAP6
XP_711447.2	A0A1D8PMB1	GAP5
XP_713900.1	Q59WB3	GAP4
XP_714699.1	A0A1D8PK89	GAP2
XP_720611.1	Q5AG77	GAP1
XP_723581.2	O74254	GAM1
XP_713769.2	A0A1D8PCM2	GAL7
XP_717141.1	Q5A5R1	GAL4
XP_713768.1	Q59VY4	GAL102
XP_713766.2	A0A1D8PCN0	GAL10
XP_713764.1	Q59VY8	GAL1
XP_713020.2	A0A1D8PF79	GAD1
XP_720345.1	A0A1D8PQN2	GAC2
XP_718125.1	Q5A932	GAC1
XP_711550.1	Q59P94	FZO1
XP_718180.1	Q5A8X7	FYV4
XP_716606.1	Q5A4G9	FYV10
XP_713023.1	Q59TT8	FUS1
XP_712023.1	Q59QT3	FUR1
XP_716112.1	A0A1D8PKQ6	FUN31
XP_713515.2	A0A1D8PTJ0	FUN30
XP_717619.1	Q5A782	FUN12
XP_719823.2	A0A1D8PKV4	FUM12
XP_717406.1	Q5A6L1	FUM11
XP_715031.1	A0A1D8PFV2	FTR2
XP_715020.1	A0A1D8PFV0	FTR1
XP_717918.2	A0A1D8PRX4	FTH2
XP_723488.2	A0A1D8PEK3	FTH1
XP_721459.2	A0A1D8PCT4	FRS2
XP_718239.2	A0A1D8PS16	FRS1
XP_716748.1	Q5A4K0	FRP6
XP_716747.2	A0A1D8PPM3	FRP5
XP_710295.1	A0A1D8PHP8	FRP3
XP_720403.1	A0A1D8PQI6	FRP2
XP_713315.2	A0A1D8PKY2	FRP1
XP_713439.1	Q59UZ0	FRK1
XP_714897.1	Q59ZI1	FRE9
XP_712346.2	A0A1D8PTG2	FRE7
XP_712347.2	A0A1D8PTF8	FRE30
XP_716578.2	A0A1D8PMF4	FRE3
XP_711543.1	Q59PA1	FRE10
XP_713635.1	Q59VR3	FPR3
XP_712606.2	A0A1D8PI94	FPK1
XP_019331003.1	A0A1D8PPQ0	FPG1
XP_721775.1	Q5AJ90	FOX3
XP_710072.1	A0A1D8PJ13	FOX2
XP_714207.2	A0A1D8PN03	FOL1
XP_711866.2	A0A1D8PMH2	FMT1
XP_723580.1	Q5AP65	FMP52
XP_721330.2	A0A1D8PR25	FMP45
XP_716730.2	A0A1D8PPN8	FMP27
XP_720981.2	A0A1D8PGW4	FMO2
XP_722567.1	Q5ALQ3	FMO1
XP_019330642.1	A0A1D8PDA4	FMA1
XP_721413.1	G1UB37	FLU1
XP_717775.2	A0A1D8PIY8	FLO9
XP_712106.2	Q59QW5	FLO8
XP_716038.2	A0A1D8PI48	FLC3
XP_710432.2	A0A1D8PTE4	FLC2
XP_718519.2	A0A1D8PJ45	FLC1
XP_019330824.1	Q5A7S7	FKH2
XP_720402.2	Q5AFF7	FIS1
XP_720566.1	Q5AGC1	FIP1
XP_714344.1	Q59WR6	FIG1
XP_714827.2	Q59ZC8	FHL1
XP_019330818.1	A0A1D8PIQ1	FGR6-4
XP_716542.2	A0A1D8PMC4	FGR6-10
XP_710607.2	A0A1D8PH87	FGR51
XP_713509.2	A0A1D8PT71	FGR50
XP_716736.2	A0A1D8PPN1	FGR47
XP_719319.1	A0A1D8PU30	FGR46
XP_723178.1	Q5AND6	FGR44
XP_723472.1	Q5APH8	FGR43
XP_710949.1	A0A1D8PNV0	FGR42
XP_723592.1	Q5AP52	FGR41
XP_713812.2	A0A1D8PF33	FGR39
XP_712974.2	A0A1D8PCK2	FGR38
XP_716722.1	Q5A4M9	FGR37
XP_719341.1	A0A1D8PU48	FGR34
XP_714220.2	A0A1D8PTM6	FGR32
XP_717249.1	Q5A645	FGR3
XP_717119.1	Q5A5T3	FGR29
XP_710087.2	A0A1D8PLX8	FGR28
XP_711432.1	Q59NX5	FGR27
XP_715072.2	A0A1D8PFZ2	FGR24
XP_721695.2	Q5AJV5	FGR23
XP_722628.1	Q5ALJ2	FGR22
XP_720363.1	A0A1D8PQL0	FGR2
XP_019330811.1	A0A1D8PIC3	FGR18
XP_718067.2	A0A1D8PQ80	FGR17
XP_713908.1	Q59WJ8	FGR16
XP_719503.2	Q5AD13	FGR15
XP_710318.2	A0A1D8PSY7	FGR14
XP_710321.1	Q59KP9	FGR13
XP_711471.1	Q59P58	FGR12
XP_717196.2	A0A1D8PM71	FGR10
XP_720386.1	Q5AFH3	FEX1
XP_711264.1	A0A1D8PPE6	FET99
XP_711267.2	A0A1D8PPC9	FET34
XP_716782.1	Q5A503	FET33
XP_711263.2	A0A1D8PPE2	FET31
XP_711265.2	A0A1D8PPD8	FET3
XP_719890.1	Q5ADP7	FESUR1
XP_711322.2	Q59NN8	FES1
XP_721027.1	A0A1D8PGU2	FEN12
XP_711561.1	Q59PF0	FEN1
XP_019331123.1	A0A1D8PU61	FDH3
XP_711984.1	Q59QN6	FDH1
XP_718068.2	A0A1D8PQ75	FDC1
XP_716465.1	A0A1D8PTX5	FCY24
XP_710716.1	Q59LX0	FCY23
XP_714531.2	A0A1D8PIH2	FCY21
XP_720028.2	A0A1D8PJQ2	FCY2
XP_714610.1	A0A1D8PN91	FCR3
XP_719911.1	Q5ADM4	FCR1
XP_019330987.1	P78594	FCA1
XP_710934.1	A0A1D8PKW2	FBP1
XP_722690.1	Q9URB4	FBA1
XP_710479.2	A0A1D8PFZ7	FAV3
XP_711172.1	A0A1D8PNR4	FAV2
XP_717206.2	A0A1D8PM56	FAV1
XP_711325.1	Q59NN4	FAT1
XP_723161.2	A0A1D8PK65	FAS2
XP_716817.1	Q5A4W7	FAS1
XP_720396.1	A0A1D8PQH4	FAR1
XP_718509.1	Q5A9Z6	FAL1
XP_722144.2	A0A1D8PFL5	FAD3
XP_714324.1	Q59WT3	FAD2
XP_019330679.1	A0A1D8PED9	FAD1
XP_722558.2	A0A1D8PGH4	FAB1
XP_719354.1	A0A1D8PU56	FAA4
XP_719970.2	A0A1D8PJI7	FAA21
XP_715205.1	A0A1D8PRJ9	FAA2-3
XP_714284.2	A0A1D8PHL1	FAA2-1
XP_716620.1	A0A1D8PKD9	FAA2
XP_714341.2	Q59XM1	EXO84
XP_721350.1	Q5AH25	EXO70
XP_716765.2	A0A1D8PMZ2	EXO1
XP_715425.1	Q5A0Y0	EXM2
XP_721451.2	Q5AIA1	EXG2
XP_719839.2	A0A1D8PKU6	EVP1
XP_715353.1	Q5A0J9	ETT1
XP_717822.2	A0A1D8PIW1	ETR1
XP_717795.1	Q5A7P3	EST3
XP_721953.2	A0A1D8PP89	EST1
XP_710404.1	Q59KZ2	ESS1
XP_718179.2	A0A1D8PCM0	ESP1
XP_714579.2	Q59YL9	ESF2
XP_722495.1	Q5ALY1	ESC4
XP_717788.1	Q5A7Q2	ESA1
XP_714213.1	Q59X92	ERV46
XP_722651.1	Q5AMR7	ERV29
XP_716074.1	Q5A302	ERV25
XP_019331066.1	A0A1D8PSD6	ERV1
XP_019330693.1	A0A1D8PF48	ERP5
XP_723555.2	A0A1D8PER8	ERO1
XP_715355.1	Q5A0J7	ERI1
XP_714460.2	A0A1D8PI71	ERG9
XP_722678.1	A0A1D8PLH0	ERG8
XP_722612.2	Q04782	ERG7
XP_721708.2	O74198	ERG6
XP_717000.1	G1UB11	ERG5
XP_717756.2	A0A1D8PJ25	ERG4
XP_713577.1	Q59VG6	ERG3
XP_719465.1	Q5AD51	ERG28
XP_717931.1	Q5A888	ERG27
XP_715564.1	Q5A1B0	ERG26
XP_722703.1	A0A1D8PLB5	ERG251
XP_713420.1	O59933	ERG25
XP_710679.2	A0A1D8PIC7	ERG24
XP_712917.2	A0A1D8PH78	ERG20
XP_718988.2	A0A1D8PCB9	ERG2
XP_716446.1	A0A1D8PTW6	ERG13
XP_723495.2	A0A1D8PEL1	ERG12
XP_716761.1	P10613	ERG11
XP_710124.1	A0A1D8PH52	ERG10
XP_711894.1	Q92206	ERG1
XP_019330955.1	Q5A1U8	ERF4
XP_711960.2	Q59QL0	ERF2
XP_714900.1	Q59ZH8	ERF1
XP_717603.2	A0A1D8PE66	ERD1
XP_713651.2	Q59VP7	ERB1
XP_710744.1	Q59M00	EPT1
XP_718685.1	Q5AAG1	EPL1
XP_715213.1	A0A1D8PRI2	ENV7
XP_019330751.1	A0A1D8PGL6	ENT3
XP_722494.2	A0A1D8PGB7	ENT2
XP_712139.1	A0A1D8PRE8	ENP2
XP_710535.1	A0A1D8PRE0	ENP1
XP_711883.1	P30575	ENO1
XP_721564.1	Q5AIR7	ENG1
XP_721782.1	Q5AJ82	END3
XP_716992.1	Q5A5B0	ENA21
XP_719032.1	Q5ABA1	ENA2
XP_720496.1	Q5AF62	EMP70
XP_713090.2	A0A1D8PTF1	EMP46
XP_713514.1	Q59V63	EMP24
XP_719168.2	A0A1D8PQ33	EMF1
XP_710472.2	A0A1D8PG01	EMC9
XP_716628.1	A0A1D8PKD5	ELP3
XP_716466.1	A0A1D8PTY4	ELF1
XP_712237.1	Q59RB3	ELC1
XP_713633.2	A0A1D8PD64	ELA1
XP_716793.1	Q5A4Z1	EIP1
XP_721538.2	A0A1D8PD05	EHT1
XP_721527.1	Q5AI24	EHD3
XP_723074.1	Q5ANP2	EGD2
XP_713021.1	Q59TU0	EGD1
